"LegalForm","Region","PropRight","Purpose","Area","Subject"
Юридична особа,Не визначений,Користування (сервітут),"01.01 Для ведення товарного сільськогосподарського виробництва",100.0,0
Юридична особа,Не визначений,Користування (сервітут),"01.02 Для ведення фермерського господарства",20.1,0
Юридична особа,Не визначений,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",411.3547999999999,0
Юридична особа,Не визначений,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",236.92660000000015,0
Юридична особа,Не визначений,Користування для с/г потреб (емфітевзис),"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",8.0,0
Юридична особа,Не визначений,Не визначений,Не визначений,0.0,0
Юридична особа,Не визначений,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",57897.481711620174,0
Юридична особа,Не визначений,Оренда,"01.02 Для ведення фермерського господарства",700.0153999999999,0
Юридична особа,Не визначений,Оренда,"01.03 Для ведення особистого селянського господарства",6734.3645999999835,0
Юридична особа,Не визначений,Оренда,"01.04 Для ведення підсобного сільського господарства",158.4186,0
Юридична особа,Не визначений,Оренда,"01.05 Для індивідуального садівництва",1.6800000000000006,0
Юридична особа,Не визначений,Оренда,"01.06 Для колективного садівництва",16.899999999999995,0
Юридична особа,Не визначений,Оренда,"01.08 Для сінокосіння і випасання худоби",74.4366,0
Юридична особа,Не визначений,Оренда,"01.10 Для пропаганди передового досвіду ведення сільського господарства",2.0,0
Юридична особа,Не визначений,Оренда,"01.13 Для іншого сільськогосподарського призначення",24.8866,0
Юридична особа,Не визначений,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",2.7662,0
Юридична особа,Не визначений,Оренда,"03.01 Для будівництва та обслуговування будівель органів державної влади та місцевого самоврядування",0.4221,0
Юридична особа,Не визначений,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",0.11299999999999999,0
Юридична особа,Не визначений,Оренда,"10.07 Для рибогосподарських потреб",96.6664,0
Юридична особа,Не визначений,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",6.5525,0
Юридична особа,Не визначений,Оренда,"11.04 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд технічної інфраструктури (виробництва та розподілення газу, постачання пари та гарячої води, збирання, очищення та розподілення води)",0.4995,0
Юридична особа,Не визначений,Оренда,"12.10 Для цілей підрозділів 12.01-12.09, 12.11 та для збереження та використання земель природно-заповідного фонду",1.9956,0
Юридична особа,Не визначений,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",43.1602,0
Юридична особа,Не визначений,Оренда,Не визначений,0.0,0
Юридична особа,Не визначений,Постійне користування,"01.01 Для ведення товарного сільськогосподарського виробництва",1035.0,0
Юридична особа,Не визначений,Постійне користування,"01.02 Для ведення фермерського господарства",1158.1150999999998,0
Юридична особа,Не визначений,Постійне користування,"01.13 Для іншого сільськогосподарського призначення",1302.6821000000002,0
Юридична особа,Не визначений,Постійне користування,"10.07 Для рибогосподарських потреб",58.0885,0
Юридична особа,Не визначений,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",797.7023999999997,0
Юридична особа,Не визначений,Суборенда,"01.02 Для ведення фермерського господарства",88.00070000000001,0
Юридична особа,Не визначений,Суборенда,"01.03 Для ведення особистого селянського господарства",93.4997,0
Юридична особа,Не визначений,Суборенда,"01.04 Для ведення підсобного сільського господарства",170.32,0
Юридична особа,Не визначений,Суборенда,"01.08 Для сінокосіння і випасання худоби",358.403,0
Юридична особа,Не визначений,Суборенда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",60.8311,0
Юридична особа,Не визначений,Суборенда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",66.0711,0
Юридична особа,Не визначений,Суборенда,"18.00 Землі загального користування (землі будь-якої категорії, які використовуються як майдани, вулиці, проїзди, шляхи, громадські пасовища, сіножаті, набережні, пляжі, парки, зелені зони, сквери, бульвари, водні об'єкти загального користування, а також інші землі, якщо рішенням відповідного органу державної влади чи місцевого самоврядування їх віднесено до земель загального користування)",0.15,0
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",12.654,3
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",334.4988000000001,170
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Власність,"01.10 Для пропаганди передового досвіду ведення сільського господарства",2.0,1
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.5,2
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",75.34669999999998,20
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",1847.3610999999999,461
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.02 Для ведення фермерського господарства",1.6969,1
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",227.9859000000001,119
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",52841.715550000175,11222
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",500.34860000000003,77
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",2510.3324,1501
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",3.3798,3
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"01.05 Для індивідуального садівництва",11.709,1
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",36.907,11
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",38.175399999999996,7
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",1.1991999999999998,2
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",4.3576,2
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",8.0,4
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Оренда,Не визначений,235.6111,165
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Постійне користування,"01.01 Для ведення товарного сільськогосподарського виробництва",89.9753,3
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Постійне користування,"01.02 Для ведення фермерського господарства",11.9975,1
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Постійне користування,"01.09 Для дослідних і навчальних цілей",6929.1681,9
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Постійне користування,Не визначений,6038.7825,3
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",973.8336999999998,114
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Суборенда,"01.03 Для ведення особистого селянського господарства",3.8165,2
Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Суборенда,Не визначений,7.0982,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",14.578100000000001,10
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.25,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Власність,"03.14 Для розміщення та постійної діяльності органів і підрозділів ДСНС",0.209,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Забудови земельної ділянки (суперфіцій),"01.01 Для ведення товарного сільськогосподарського виробництва",40.73570000000001,10
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Інше,"01.02 Для ведення фермерського господарства",3.4,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Інше,"01.13 Для іншого сільськогосподарського призначення",2.8482,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Користування (сервітут),"01.01 Для ведення товарного сільськогосподарського виробництва",4.83,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",111.28149999999997,27
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.02 Для ведення фермерського господарства",32.27,11
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",346.9264,103
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",11963.394999999997,3043
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",687.009,34
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",4580.4435000000085,1651
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",1.0,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.0535,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",0.0029,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,"11.04 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд технічної інфраструктури (виробництва та розподілення газу, постачання пари та гарячої води, збирання, очищення та розподілення води)",3.5,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Оренда,Не визначений,586.0274999999996,177
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",3.4162,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",181.9362,20
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Суборенда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",0.0653,1
Юридична особа,ПОЛТАВСЬКА ОБЛАСТЬ,Суборенда,Не визначений,127.2137,18
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",3.8607,10
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Власність,"01.05 Для індивідуального садівництва",0.1154,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.25,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Власність,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",3.4012,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Інше,"01.03 Для ведення особистого селянського господарства",87.73890000000002,91
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Інше,"11.04 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд технічної інфраструктури (виробництва та розподілення газу, постачання пари та гарячої води, збирання, очищення та розподілення води)",1.6239,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",1.9905,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",1561.2499000000007,818
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",16.1012,4
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",7739.007199999908,7770
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",1.2610999999999999,2
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"01.05 Для індивідуального садівництва",1.0572,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"11.03 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд будівельних організацій та підприємств",2.8918,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"11.04 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд технічної інфраструктури (виробництва та розподілення газу, постачання пари та гарячої води, збирання, очищення та розподілення води)",0.44,2
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",22.503800000000002,15
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Оренда,Не визначений,6.6438,10
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",39.9993,1
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Суборенда,"01.03 Для ведення особистого селянського господарства",239.79289999999986,194
Юридична особа,РІВНЕНСЬКА ОБЛАСТЬ,Суборенда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",0.8,1
Юридична особа,СУМСЬКА ОБЛАСТЬ,Власність,"01.13 Для іншого сільськогосподарського призначення",28.700000000000003,6
Юридична особа,СУМСЬКА ОБЛАСТЬ,Власність,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",10.2814,1
Юридична особа,СУМСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",230.0253,138
Юридична особа,СУМСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),Не визначений,1.9561000000000002,3
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",7126.536700000065,5478
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",2.7432,1
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",500.7236000000005,285
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",9.8981,11
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.1544,1
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",0.0718,3
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",1.9833,1
Юридична особа,СУМСЬКА ОБЛАСТЬ,Оренда,Не визначений,52.52770000000001,51
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Власність,Не визначений,2.0867,1
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Користування (сервітут),"12.01 Для розміщення та експлуатації будівель і споруд залізничного транспорту",2.4751,2
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Користування (сервітут),Не визначений,0.7343,1
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",400.99729999999994,136
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",6.5233,7
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",2.84,1
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Оренда,"10.07 Для рибогосподарських потреб",77.5412,2
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",3.1955,1
Юридична особа,ТЕРНОПІЛЬСЬКА ОБЛАСТЬ,Оренда,Не визначений,22.9338,4
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",260.933,17
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Власність,"03.15 Для будівництва та обслуговування інших будівель громадської забудови",0.1105,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",12.9091,2
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Інше,"01.13 Для іншого сільськогосподарського призначення",71.9375,2
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",347.11069999999984,67
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),Не визначений,12.097499999999998,3
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",16661.82259999996,3750
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",0.167,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",634.4403,346
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",8.619200000000001,5
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.25,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"03.15 Для будівництва та обслуговування інших будівель громадської забудови",0.1225,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"10.07 Для рибогосподарських потреб",14.9787,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"11.01 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємствами, що пов'язані з користуванням надрами",0.09,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",3.7893,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",3.8074000000000003,6
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,"17.00 Землі резервного фонду (землі, створені органами виконавчої влади або органами місцевого самоврядування у процесі приватизації сільськогосподарських угідь, які були у постійному користуванні відповідних підприємств, установ та організацій)",2.0,1
Юридична особа,ХАРКІВСЬКА ОБЛАСТЬ,Оренда,Не визначений,49.677400000000006,54
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",0.55,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.1,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",190.5642,40
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Користування (сервітут),"01.03 Для ведення особистого селянського господарства",2.0,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",401.7588000000001,67
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",15462.06359999998,2862
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",127.09609999999998,20
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",267.01430000000005,154
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"01.05 Для індивідуального садівництва",0.0699,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",36.1411,6
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"02.05 Для будівництва індивідуальних гаражів",0.084,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"02.07 Для іншої житлової забудови",0.1873,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",0.1129,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",1.0,1
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Оренда,Не визначений,2.7241000000000004,10
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",308.6678999999999,51
Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Суборенда,"01.10 Для пропаганди передового досвіду ведення сільського господарства",4.8814,1
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",223.8831,18
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",1111.354999999998,829
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",121.87560000000002,11
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",253.7562000000001,135
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Оренда,"10.07 Для рибогосподарських потреб",1814.7478999999998,24
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Оренда,Не визначений,17.794299999999996,8
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Постійне користування,"01.02 Для ведення фермерського господарства",43.6,1
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Постійне користування,"01.04 Для ведення підсобного сільського господарства",222.65359999999998,3
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Постійне користування,"10.07 Для рибогосподарських потреб",2422.1045,16
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Постійне користування,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",30.2195,1
Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",49.0815,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",28.5636,6
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Власність,"01.02 Для ведення фермерського господарства",1.8841,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",177.7241,106
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.49460000000000004,2
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Власність,Не визначений,0.06,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",76.989,17
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Інше,"01.03 Для ведення особистого селянського господарства",11.751000000000003,11
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Інше,Не визначений,2.8559,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",193.90060000000003,68
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),Не визначений,5.6936,2
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",10398.074799999973,3435
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",186.56279999999998,14
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",1207.6833999999988,651
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"01.08 Для сінокосіння і випасання худоби",13.4065,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",6.5998,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",0.3512,2
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"03.15 Для будівництва та обслуговування інших будівель громадської забудови",0.1073,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"10.01 Для експлуатації та догляду за водними об'єктами",4.9777000000000005,2
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"10.07 Для рибогосподарських потреб",10.9145,2
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",2.5919,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"12.08 Для розміщення та експлуатації будівель і споруд додаткових транспортних послуг та допоміжних операцій",2.64,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",1.5,1
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Оренда,Не визначений,3102.3139666666657,1031
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Постійне користування,"01.02 Для ведення фермерського господарства",151.301,6
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",85.53,7
Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",124.85520000000001,8
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Власність,"01.02 Для ведення фермерського господарства",43.7512,8
Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",28.363200000000003,15
