CreateAt,LegalForm,Region,TypeProgram,NameProgram,organization,TotalAmount,DesiredAmount,ProvidedAmount,LandParcelCount,AnimalCount
2023-10-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,56777,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1231232131,234234,0,9,0
2023-10-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,*Дотація на будівництво та/або реконструкцію систем для зрошення дощуванням з урахуванням вартості поливної техніки й обладнання,Укрдержфонд,197000000,247649.0500,0,9,0
2023-10-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,[25.10F]Дотація на будівництво та/або реконструкцію систем для зрошення дощуванням без вартості поливної техніки та обладнання ,Укрдержфонд,197000000,72925.3500,0,6,0
2023-10-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,[LST],УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,45000000,365342.250,0,9,0
2023-10-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,[LST] Кредит на купівлю та/або оренду мережі для збирання ягід,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,198000000,190927.2000,0,6,0
2023-10-25,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Один бюджет 1.4,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,600000,381538.05000,0,99,0
2023-10-25,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),"Один бюджет 1.5, ліміт на заявку 50 000",УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,600000,381538.05000,0,99,0
2023-10-25,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,56777,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1231232131,212313,0,99,0
2023-10-26,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Один бюджет 1.2,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,600000,27573.000,0,9,0
2023-10-26,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Міжнародна гуманітарна допомога,USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1) (Копія 1),Укрдержфонд,14000,0,0,9,0
2023-10-26,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,*Дотація на будівництво та/або реконструкцію систем для краплинного зрошення з урахуванням вартості обладнання ,Укрдержфонд,197000000,95804.8000,0,5,0
2023-10-30,ФОП,ОДЕСЬКА ОБЛАСТЬ,Міжнародна гуманітарна допомога,USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1) (Копія 1),Укрдержфонд,14000,0,0,18,1
2023-10-30,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,[23.10K]Дотація на будівництво та/або реконструкцію систем для зрошення дощуванням без вартості поливної техніки та обладнання ,Укрдержфонд,198000000,130046.1000,0,6,8
2023-10-30,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,[LST],УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,45000000,130046.1000,0,6,8
2023-10-30,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,<Q> для зрошення дощуванням з урахуванням вартості поливної техніки й обладнання,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,200000000,248314.4400,195000000,6,8
2023-10-30,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,%Дотація на будівництво та/або реконструкцію систем для краплинного зрошення з урахуванням вартості обладнання,Укрдержфонд,197000000,343173.9500,11000,3,0
2023-10-30,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,*Дотація на будівництво та/або реконструкцію систем для зрошення дощуванням з урахуванням вартості поливної техніки й обладнання,Укрдержфонд,197000000,697596.900,0,9,0
2023-10-30,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,*Дотація на будівництво та/або реконструкцію систем для краплинного зрошення з урахуванням вартості обладнання ,Укрдержфонд,197000000,675538.500,0,9,0
2023-10-30,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,<Q> для краплинного зрошення з урахуванням вартості обладнання,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,200000000,1704112.2000,500000,24,0
2023-10-30,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,<Q> для зрошення дощуванням з урахуванням вартості поливної техніки й обладнання,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,200000000,1013910.1500,3000000,35,97
2023-10-30,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,<Q> зрошення дощуванням без вартості поливної техніки та обладнання,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,200000000,531000.3750,531000,35,97
2023-10-31,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"<G> Посилання в описі поля і тип поля ""посилання""",УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,200000,0,6,8
2023-10-31,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"[G2] Посилання в описі поля і тип поля ""посилання""",УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,3453453,0,6,0
2023-10-31,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,#Дотація на будівництво та/або реконструкцію систем для зрошення дощуванням без вартості поливної техніки та обладнання,Укрдержфонд,197000000,138614.8750,145000,10,0
2023-10-31,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,[20.10t]Дотація на будівництво та/або реконструкцію систем для зрошення дощуванням без вартості поливної техніки та обладнання ,Укрдержфонд,198000000,365342.250,0,9,0
2023-10-31,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,"[G2] Посилання в описі поля і тип поля ""посилання""",УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,1230000,0,99,0
2023-10-31,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,<Q> для краплинного зрошення з урахуванням вартості обладнання,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,200000000,999315.8000,44444,8,0
2023-11-01,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,131,1172
2023-11-01,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,Перелік верифікованих суб'єктів АПК,Укрдержфонд,0,0,0,1222,0
2023-11-01,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Міжнародна гуманітарна допомога,USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1),Укрдержфонд,14000,0,0,9,0
2023-11-01,Юридична особа,М. КИЇВ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,0,0
2023-11-01,Юридична особа,М. КИЇВ,Інші,Перелік верифікованих суб'єктів АПК,Укрдержфонд,0,0,0,0,0
2023-11-01,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-01,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Пряме субсидування з Державного Бюджету,#Дотація на будівництво та/або реконструкцію систем для зрошення дощуванням без вартості поливної техніки та обладнання,Укрдержфонд,197000000,492764.18750,0,9,0
2023-11-02,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,122,1172
2023-11-02,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,Перелік верифікованих суб'єктів АПК,Укрдержфонд,0,0,0,9,0
2023-11-02,Юридична особа,ДОНЕЦЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,246,0
2023-11-02,Юридична особа,ЖИТОМИРСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,123,0
2023-11-02,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,312,0
2023-11-02,Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,45,0
2023-11-02,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Міжнародна гуманітарна допомога,USAID АГРО_карбамід під ярі зернові та олійні в сезоні 2024 р. (Копія 1),Укрдержфонд,14000,0,0,99,0
2023-11-02,Юридична особа,ХЕРСОНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,151,0
2023-11-03,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,8,8
2023-11-03,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,[test 2v3.11] Подання заявки на включення до Переліку верифікованих суб'єктів АПК ,Укрдержфонд,0,0,0,122,1172
2023-11-03,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,131,1172
2023-11-03,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,134,1172
2023-11-03,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна дотація за утримання корів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,45654,0,122,513
2023-11-03,Юридична особа,ДОНЕЦЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,246,0
2023-11-03,Юридична особа,ДОНЕЦЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,246,0
2023-11-03,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,143,0
2023-11-03,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,433,0
2023-11-03,Юридична особа,М. КИЇВ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,0,0
2023-11-03,Юридична особа,Не визначений,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Бойові дії та окуповані,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",232222222222,23423,0,78,0
2023-11-03,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,[test 3.11] Подання заявки на включення до Переліку верифікованих суб'єктів АПК,Укрдержфонд,0,0,0,99,0
2023-11-03,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,[test 3.11] Подання заявки на включення до Переліку верифікованих суб'єктів АПК (Копія 1),Укрдержфонд,0,0,0,99,0
2023-11-03,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-04,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,меседж все ок,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,8,8
2023-11-04,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,137,1172
2023-11-04,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,меседж все ок,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,137,1172
2023-11-04,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,посилання,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123,0,9,0
2023-11-04,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-04,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,меседж все ок,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-06,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,[test 2v3.11] Подання заявки на включення до Переліку верифікованих суб'єктів АПК ,Укрдержфонд,0,0,0,9,0
2023-11-06,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,[test 3.11] Подання заявки на включення до Переліку верифікованих суб'єктів АПК,Укрдержфонд,0,0,0,9,0
2023-11-06,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,[test 3.11] Подання заявки на включення до Переліку верифікованих суб'єктів АПК (Копія 1),Укрдержфонд,0,0,0,9,0
2023-11-06,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,128,1172
2023-11-06,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,9,0
2023-11-06,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,[test 2v3.11] Подання заявки на включення до Переліку верифікованих суб'єктів АПК ,Укрдержфонд,0,0,0,198,0
2023-11-07,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-08,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q> Подання заявки на включення до Переліку верифікованих суб'єктів АПК,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-09,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,8,8
2023-11-09,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,137,1172
2023-11-09,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-11,ФОП,ЗАПОРІЗЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,1,0
2023-11-11,ФОП,КИЇВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,1,0
2023-11-11,ФОП,КІРОВОГРАДСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,18,5
2023-11-11,ФОП,МИКОЛАЇВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,1,22
2023-11-11,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,8,8
2023-11-11,ФОП,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,0,0
2023-11-11,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,0,7896
2023-11-11,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,6,0
2023-11-11,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,131,1172
2023-11-11,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,35,97
2023-11-11,Юридична особа,М. КИЇВ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,0,0
2023-11-11,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-11,Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,9,23
2023-11-12,ФОП,ЗАПОРІЗЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,1,0
2023-11-12,ФОП,КИЇВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,1,0
2023-11-12,ФОП,КІРОВОГРАДСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,18,5
2023-11-12,ФОП,МИКОЛАЇВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,1,22
2023-11-12,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,8,8
2023-11-12,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,0,7896
2023-11-12,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,15,0
2023-11-12,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,35,97
2023-11-12,Юридична особа,М. КИЇВ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,0,0
2023-11-12,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,99,0
2023-11-12,Юридична особа,ЧЕРКАСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,9,23
2023-11-13,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Інші,Тест ФАО 13.11.2023,FAO,1000,0,0,3,2
2023-11-13,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Інші,Тест ФАО 13.11.2023 (Копія 1),FAO,1000,0,0,3,2
2023-11-13,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,8,8
2023-11-13,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів (Тип 2),<Q-2.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,176,0
2023-11-13,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Верифікація суб’єктів агропромислового комплексу для експорту товарів,<Q-1.0> Верифікація суб’єктів агропромислового комплексу для експорту товарів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,0,0,0,122,1172
2023-11-13,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,Тест ФАО 13.11.2023,FAO,1000,0,0,9,0
2023-11-13,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,Тест ФАО 13.11.2023 (Копія 1),FAO,1000,0,0,9,0
