LegalForm,catottg_region,Region,catottg_district,District,catottg_community,Community,PropRight,Purpose,Area,Subject
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65100000000029736,ХЕРСОНСЬКИЙ РАЙОН,UA65100190000073217,ЮВІЛЕЙНА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,994.2076999999999,118
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060150000054200,ЛЮБИМІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,44.9999,5
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060270000020124,ХРЕСТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,47.7963,7
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65100000000029736,ХЕРСОНСЬКИЙ РАЙОН,UA65100010000048953,БІЛОЗЕРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,34.2999,8
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,51.5584,38
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65040000000088940,ГЕНІЧЕСЬКИЙ РАЙОН,UA65040050000029613,НИЖНЬОСІРОГОЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,115.93189999999996,60
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060010000033335,АСКАНІЯ-НОВА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,28.0,14
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060050000022914,ВЕРХНЬОРОГАЧИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,4.25,3
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060150000054200,ЛЮБИМІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,3.315,3
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060270000020124,ХРЕСТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,21.9979,13
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65080000000090947,СКАДОВСЬКИЙ РАЙОН,UA65080070000011930,КАЛАНЧАЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,33.9611,17
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65100000000029736,ХЕРСОНСЬКИЙ РАЙОН,UA65100010000048953,БІЛОЗЕРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,8.0,6
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060150000054200,ЛЮБИМІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.05 Для індивідуального садівництва,0.0699,1
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.13 Для іншого сільськогосподарського призначення,25.5848,2
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060050000022914,ВЕРХНЬОРОГАЧИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.13 Для іншого сільськогосподарського призначення,0.2293,1
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060270000020124,ХРЕСТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.13 Для іншого сільськогосподарського призначення,10.0,1
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65100000000029736,ХЕРСОНСЬКИЙ РАЙОН,UA65100010000048953,БІЛОЗЕРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.13 Для іншого сільськогосподарського призначення,0.327,2
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,02.05 Для будівництва індивідуальних гаражів,0.084,1
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,02.07 Для іншої житлової забудови,0.1873,1
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060110000017055,КАХОВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",0.1129,1
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",1.0,1
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65020000000032929,БЕРИСЛАВСЬКИЙ РАЙОН,UA65020070000029027,ВИСОКОПІЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,2.724100000000001,10
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65040000000088940,ГЕНІЧЕСЬКИЙ РАЙОН,UA65040070000086673,НОВОТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.01 Для ведення товарного сільськогосподарського виробництва,200.62089999999995,38
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65060000000061947,КАХОВСЬКИЙ РАЙОН,UA65060270000020124,ХРЕСТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.01 Для ведення товарного сільськогосподарського виробництва,108.047,13
Юридична особа,UA65000000000030969,ХЕРСОНСЬКА ОБЛАСТЬ,UA65040000000088940,ГЕНІЧЕСЬКИЙ РАЙОН,UA65040070000086673,НОВОТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.10 Для пропаганди передового досвіду ведення сільського господарства,4.8814,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040050000052367,ВІНЬКОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,223.88309999999998,18
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020130000052994,КИТАЙГОРОДСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1.8477999999999999,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020190000052031,НОВОУШИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,105.62190000000001,67
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020270000040572,СТАРОУШИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,79.7961,73
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040050000052367,ВІНЬКОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,646.104999999999,585
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040090000087566,ВОЛОЧИСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,2.4093,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040130000024471,ГОРОДОЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,70.7998,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040190000021840,ЗІНЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,57.26859999999999,35
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040390000011141,СТАРОКОСТЯНТИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,27.160700000000002,10
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040530000044109,ЯРМОЛИНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,59.40569999999998,18
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68060000000040570,ШЕПЕТІВСЬКИЙ РАЙОН,UA68060090000093924,ІЗЯСЛАВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,136.82609999999997,47
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68060000000040570,ШЕПЕТІВСЬКИЙ РАЙОН,UA68060250000078635,САХНОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,22.0745,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020190000052031,НОВОУШИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,11.7643,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040130000024471,ГОРОДОЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,35.0,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040270000072985,МЕДЖИБІЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,2.7311,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040530000044109,ЯРМОЛИНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,103.0361,8
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68060000000040570,ШЕПЕТІВСЬКИЙ РАЙОН,UA68060090000093924,ІЗЯСЛАВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,4.3441,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020130000052994,КИТАЙГОРОДСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,2.0,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020190000052031,НОВОУШИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,41.269999999999996,21
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020270000040572,СТАРОУШИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,2.0,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040050000052367,ВІНЬКОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,105.69999999999997,60
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040130000024471,ГОРОДОЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,3.3771999999999998,3
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68060000000040570,ШЕПЕТІВСЬКИЙ РАЙОН,UA68060090000093924,ІЗЯСЛАВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,88.78620000000001,45
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68060000000040570,ШЕПЕТІВСЬКИЙ РАЙОН,UA68060250000078635,САХНОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,14.0,7
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040010000025276,АНТОНІНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,67.826,5
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040030000027335,ВIЙТОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,37.8827,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040090000087566,ВОЛОЧИСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,477.1662,7
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040210000089917,КРАСИЛІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,83.4222,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040250000053378,ЛІСОВОГРИНІВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,298.9573,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040290000010822,МИРОЛЮБНЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,35.2006,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040490000093353,ЧОРНООСТРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,166.4808,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68060000000040570,ШЕПЕТІВСЬКИЙ РАЙОН,UA68060210000095851,ПОЛОНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,443.33739999999995,4
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68060000000040570,ШЕПЕТІВСЬКИЙ РАЙОН,UA68060250000078635,САХНОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,10.07 Для рибогосподарських потреб,204.4747,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040050000052367,ВІНЬКОВЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,6.1751000000000005,7
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040090000087566,ВОЛОЧИСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,11.6192,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040530000044109,ЯРМОЛИНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,01.02 Для ведення фермерського господарства,43.6,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040270000072985,МЕДЖИБІЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,01.04 Для ведення підсобного сільського господарства,222.65359999999998,3
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040010000025276,АНТОНІНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,10.07 Для рибогосподарських потреб,108.0,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040270000072985,МЕДЖИБІЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,10.07 Для рибогосподарських потреб,501.0059,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040290000010822,МИРОЛЮБНЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,10.07 Для рибогосподарських потреб,447.7391,5
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040390000011141,СТАРОКОСТЯНТИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,10.07 Для рибогосподарських потреб,121.0303,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040430000052699,СТАРОСИНЯВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,10.07 Для рибогосподарських потреб,454.39480000000003,3
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040510000019366,ЩИБОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,10.07 Для рибогосподарських потреб,789.9344,2
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68040000000086061,ХМЕЛЬНИЦЬКИЙ РАЙОН,UA68040270000072985,МЕДЖИБІЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",30.2195,1
Юридична особа,UA68000000000099709,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,UA68020000000016021,КАМ’ЯНЕЦЬ-ПОДІЛЬСЬКИЙ РАЙОН,UA68020190000052031,НОВОУШИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.02 Для ведення фермерського господарства,49.0815,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040130000029175,ІРКЛІЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,19.1681,5
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060170000092613,МОНАСТИРИЩЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.02 Для ведення фермерського господарства,1.8841,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040130000029175,ІРКЛІЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,0.2446,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060070000098837,ДМИТРУШКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,1.8996,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060110000085867,ІВАНЬКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,2.7802,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060130000099511,ЛАДИЖИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,89.71630000000002,51
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060190000086831,ПАЛАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,83.0834,52
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040130000029175,ІРКЛІЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.2446,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060130000099511,ЛАДИЖИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.25,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060170000092613,МОНАСТИРИЩЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,Не визначений,0.06,1
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71020000000057292,ЗВЕНИГОРОДСЬКИЙ РАЙОН,UA71020170000024193,ЛИП’ЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,3.9305000000000003,2
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040130000029175,ІРКЛІЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,34.6096,2
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71040000000022553,ЗОЛОТОНІСЬКИЙ РАЙОН,UA71040190000080571,ЧОРНОБАЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,31.888899999999996,11
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060130000099511,ЛАДИЖИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,6.56,2
Юридична особа,UA71000000000010357,ЧЕРКАСЬКА ОБЛАСТЬ,UA71060000000030325,УМАНСЬКИЙ РАЙОН,UA71060130000099511,ЛАДИЖИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.03 Для ведення особистого селянського господарства,11.751000000000003,11
